Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: AI safety publications,Publications: Large language model publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Revvity,2455,United States,http://www.perkinelmer.com/,S&P 500,,North America,Mature,Unknown,PerkinElmer focused on improving the health and safety of people and the environment.,crunchbase,https://www.crunchbase.com/organization/perkinelmer,2024-05-16,19,33.333333333333336,1.7,0,313,8,1,1,0,0,1098,4,100.0,1.3,2,312,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,3,0,0,0,37,314,Waltham,Massachusetts,https://parat.eto.tech/company/2455-revvity
Ulta Beauty,2516,United States,http://www.ulta.com/,S&P 500,,North America,Mature,Retailers,"Ulta Beauty is a beauty retailer in the United States and the premier beauty destination for cosmetics, fragrance.",crunchbase,https://www.crunchbase.com/organization/ulta-beauty,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,310,Bolingbrook,Illinois,https://parat.eto.tech/company/2516-ulta-beauty
Blackstone,6942,United States,https://www.blackstone.com/,S&P 500,,North America,Mature,Unknown,"Blackstone Inc. (informally referred to as just ""Blackstone"") is an American alternative investment management company based in New York City. Blackstone's private equity business has been one of the largest investors in leveraged buyouts in the last three decades, while its real estate business has actively acquired commercial real estate. Blackstone is also active in credit, infrastructure, hedge funds, insurance, secondaries, and growth equity. As of May 2024, Blackstone has more than US$1 trillion in total assets under management making it the largest alternative investment firm globally.",wikipedia,https://en.wikipedia.org/wiki/Blackstone_Inc.,2024-06-04,6,-100.0,1.2,0,6,2,0,0,0,0,481,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,308,New York City,New York,https://parat.eto.tech/company/6942-blackstone
LyondellBasell,2401,Netherlands,https://www.lyondellbasell.com/,S&P 500,,Europe,Mature,Chemicals,"LyondellBasell (NYSE: LYB) is one of the world’s largest plastics, chemicals and refining companies and a member of the S&P 500 Index.",crunchbase,https://www.crunchbase.com/organization/lyondellbasell-industries,2024-05-16,0,,0.0,0,0,0,0,0,0,0,102,0,,0.0,0,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,304,Rotterdam,Zuid-Holland,https://parat.eto.tech/company/2401-lyondellbasell
PSEG,2464,United States,https://pseg.com,S&P 500,,North America,Mature,Utilities,PSEG is a diversified energy company.,crunchbase,https://www.crunchbase.com/organization/public-service-enterprise-group,2024-05-16,3,-100.0,3.6,0,18,0,0,0,0,0,83,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,303,Newark,New Jersey,https://parat.eto.tech/company/2464-pseg
Interpublic Group Of Companies,2370,United States,http://www.interpublic.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,"Interpublic Group provides advertising, digital marketing, communications planning, media buying, PR and specialty marketing services.",crunchbase,https://www.crunchbase.com/organization/interpublic-group,2024-05-16,0,,0.0,0,0,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,300,New York,New York,https://parat.eto.tech/company/2370-interpublic-group-of-companies
Volkswagen,1037,Germany,https://www.volkswagenag.com/,,,Europe,Mature,Automobiles & Auto Parts,Volkswagen Group is an automotive company that manufactures variety of vehicles.,crunchbase,https://www.crunchbase.com/organization/volkswagen-group,2024-05-16,354,-7.9213907785336355,15.5,27,7149,82,17,113,41,3,2289,36,-100.0,14.3,27,251,0,2,0,0,0,1,3,0,0,0,0,0,0,16,0,1,0,3,25,2,10,23,0,0,0,10,0,0,0,16,300,Wolfsburg,Niedersachsen,https://parat.eto.tech/company/1037-volkswagen
CSX,2276,United States,https://www.csx.com/,S&P 500,,North America,Mature,Transportation,CSX is a transportation company focused on rail transportation and real estate and among other industries.,crunchbase,https://www.crunchbase.com/organization/csx-corporation,2024-05-16,0,,0.0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,294,Jacksonville,Florida,https://parat.eto.tech/company/2276-csx
Steris,2498,United States,https://www.steris.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,STERIS Corporation offers customized infection prevention and contamination control solutions for a variety of environments.,crunchbase,https://www.crunchbase.com/organization/steris-corporation,2024-05-16,0,,0.0,0,0,0,0,0,0,0,71,1,-100.0,0.3,0,336,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,294,Mentor,Ohio,https://parat.eto.tech/company/2498-steris
Moderna Therapeutics,1752,United States,http://www.modernatx.com,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,"Moderna, Inc. is a pharmaceutical and biotechnology company based in Cambridge, Massachusetts, that focuses on RNA therapeutics, primarily mRNA vaccines. These vaccines use a copy of a molecule called messenger RNA (mRNA) to carry instructions for proteins to produce an immune response. The company's name is derived from the terms ""modified"", ""RNA"", and ""modern"".",wikipedia,https://en.wikipedia.org/wiki/Moderna,2023-11-05,3,,0.3,0,28,0,0,0,0,0,949,1,,0.3,0,371,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,292,Cambridge,Massachusetts,https://parat.eto.tech/company/1752-moderna-therapeutics
Activision Blizzard,2192,United States,https://www.activisionblizzard.com/,,,North America,Mature,Software & IT Services,Activision Blizzard creates interactive gaming and entertainment experiences.,crunchbase,https://www.crunchbase.com/organization/activision,2024-05-16,5,-50.0,25.0,0,99,1,0,0,1,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,291,Santa Monica,California,https://parat.eto.tech/company/2192-activision-blizzard
Tractor Supply Company,2511,United States,https://www.tractorsupply.com/,S&P 500,,North America,Mature,Retailers,"Tractor Supply Company helps customers find everything they need to maintain their farms, ranches, homes and animals.",crunchbase,https://www.crunchbase.com/organization/tractor-supply-company,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,291,Brentwood,Tennessee,https://parat.eto.tech/company/2511-tractor-supply-company
Xiaohongshu (Little Red Book),279,China,https://www.xiaohongshu.com/,,,Asia,Mature,Software & IT Services,Xiaohongshu is a social e-commerce platform for users to share product reviews and shopping experiences.,crunchbase,https://www.crunchbase.com/organization/xiaohongshu,2024-05-16,58,113.8888888888889,61.7,32,672,29,18,2,2,9,94,56,300.0,17.3,7,324,0,0,3,0,0,1,0,0,1,0,0,0,1,32,0,1,0,3,2,1,12,0,0,1,0,1,1,0,1,73,288,Shanghai,Shanghai,https://parat.eto.tech/company/279-xiaohongshu-little-red-book
Eversource Energy,2311,United States,https://www.eversource.com/,S&P 500,,North America,Mature,Utilities,Eversource transmits and delivers electricity and natural gas for more than 3.6 million electric and natural gas customers.,crunchbase,https://www.crunchbase.com/organization/northeast-utilities,2024-05-16,0,,0.0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,288,Boston,Massachusetts,https://parat.eto.tech/company/2311-eversource-energy
Duolingo,424,United States,https://www.duolingo.com,,,North America,Mature,Software & IT Services,Duolingo is a language-learning education platform that offers 98 total courses across nearly 40 distinct languages.,crunchbase,https://www.crunchbase.com/organization/duolingo,2024-05-16,22,111.11111111111113,36.1,4,730,0,14,0,1,1,61,1,,25.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,284,Pittsburgh,Pennsylvania,https://parat.eto.tech/company/424-duolingo
EOG Resources,2304,United States,http://www.eogresources.com/,S&P 500,,North America,Mature,Energy - Fossil Fuels,"EOG Resources, Inc. is a independent oil and gas companies in the United States.",crunchbase,https://www.crunchbase.com/organization/eog-resources,2024-05-16,0,,0.0,0,0,0,0,0,0,0,27,1,,6.2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,283,Houston,Texas,https://parat.eto.tech/company/2304-eog-resources
Schlumberger,676,United States,http://www.slb.com,S&P 500,,North America,Mature,Energy - Fossil Fuels,SLB is a technology company that offers energy technology services.,crunchbase,https://www.crunchbase.com/organization/schlumberger,2024-05-16,228,18.893387314439945,2.5,1,3008,41,8,24,3,1,9196,338,44.40739858696515,7.9,64,4289,37,0,48,1,0,4,5,0,5,2,0,0,1,118,210,4,0,11,1,39,40,32,0,15,0,175,46,0,0,44,283,Houston,Texas,https://parat.eto.tech/company/676-schlumberger
Under Armour,2518,United States,https://www.underarmour.com/,,,North America,Mature,Cyclical Consumer Products,"Under Armour is a manufacturer of footwear, sport, and casual apparel.",crunchbase,https://www.crunchbase.com/organization/under-armour,2024-05-16,4,-100.0,6.8,1,30,0,1,0,0,0,59,8,0.0,2.1,7,377,0,0,0,0,0,1,0,2,1,6,0,0,0,6,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,34,282,Baltimore,Maryland,https://parat.eto.tech/company/2518-under-armour
Allegion,2202,Ireland,https://www.allegion.com/,S&P 500,,Europe,Mature,Technology Equipment,Allegion plc is a global provider of security products and solutions.,crunchbase,https://www.crunchbase.com/organization/allegion,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,4,0.0,1.1,2,352,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,3,0,1,2,0,0,1,0,1,0,0,0,14,282,Dublin,Dublin,https://parat.eto.tech/company/2202-allegion
Westrock,2541,United States,https://www.westrock.com/,S&P 500,,North America,Mature,Applied Resources,WestRock is a corrugated packaging company that provides sustainable paper and packaging solutions to drive business growth.,crunchbase,https://www.crunchbase.com/organization/westrock,2024-05-16,0,,0.0,0,0,0,0,0,0,0,63,0,,0.0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,275,Atlanta,Georgia,https://parat.eto.tech/company/2541-westrock
Norwegian Cruise Line Holdings,2439,United States,http://www.nclhltd.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,Norweigian Cruise Line is a travel company that takes customers to exotic destinations using cruise ships.,crunchbase,https://www.crunchbase.com/organization/norwegian-cruise-line,2024-05-16,0,,0.0,0,0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,275,Miami,Florida,https://parat.eto.tech/company/2439-norwegian-cruise-line-holdings
Nextera Energy,2432,United States,http://www.nexteraenergy.com/,S&P 500,,North America,Mature,Utilities,NextEra Energy is a publicly-traded renewable energy company that generates wind and solar power.,crunchbase,https://www.crunchbase.com/organization/nextera-enterprises-inc,2024-05-16,0,,0.0,0,0,0,0,0,0,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,270,Juno Beach,Florida,https://parat.eto.tech/company/2432-nextera-energy
Dollar General,2178,United States,https://www.dollargeneral.com/,S&P 500,,North America,Mature,Retailers,Dollar General is a small-box discount retailer that makes shopping for everyday needs simpler and hassle-free.,crunchbase,https:// https://www.crunchbase.com/organization/dollar-general-corporation,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,269,Goodlettsville,Tennessee,https://parat.eto.tech/company/2178-dollar-general
Bunge,1969,United States,https://www.bunge.com/,S&P 500,,North America,Mature,Food & Beverages,"Bunge Global SA is a global agribusiness and food company, incorporated in Switzerland and headquartered in St. Louis, Missouri, United States.",wikipedia,https://en.wikipedia.org/wiki/Bunge_Global,2023-11-05,2,,1.1,1,2,1,0,0,0,0,178,0,,0.0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,267,Chesterfield,Missouri,https://parat.eto.tech/company/1969-bunge
First Republic Bank,2321,United States,https://www.firstrepublic.com/,,,North America,Mature,Banking & Investment Services,"First Republic offers banking for individuals and businesses, wealth management and more with a focus on tailored services and solutions.",crunchbase,https://www.crunchbase.com/organization/first-republic-bank,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,266,San Francisco,California,https://parat.eto.tech/company/2321-first-republic-bank
Live Nation Entertainment,2398,United States,https://www.livenationentertainment.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,"Live Nation Entertainment is a producer, promoter, and seller of live concert tickets for artists and fans.",crunchbase,https://www.crunchbase.com/organization/live-nation-entertainment,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,9,125.0,24.3,6,37,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,7,0,4,0,0,1,0,0,0,0,0,1,0,0,47,265,Beverly Hills,California,https://parat.eto.tech/company/2398-live-nation-entertainment
Appier,26,Taiwan,https://www.appier.com/,,,Asia,Mature,Software & IT Services,Appier is a Taipei-based startup providing an AI powered platform to brands and retailers to help increase customer engagement.,crunchbase,https://www.crunchbase.com/organization/appier,2024-05-16,3,-50.0,100.0,3,106,1,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,257,Taipei City,Taipei,https://parat.eto.tech/company/26-appier
Kinder Morgan,2386,United States,https://www.kindermorgan.com/,S&P 500,,North America,Mature,Unknown,Kinder Morgan is the largest energy infrastructure company in North America.,crunchbase,https://www.crunchbase.com/organization/kinder-morgan,2024-05-16,0,,0.0,0,0,0,0,0,0,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,254,Houston,Texas,https://parat.eto.tech/company/2386-kinder-morgan
Empower AI,6928,United States,https://www.empower.ai/,,,North America,Unknown,Unknown,Empower AI uses innovative technologies and their specialized platform to support federal missions and empower agency personnel to solve unique government challenges​.,company,https://www.empower.ai/what-we-do,2024-05-20,1,,4.3,0,165,0,0,0,0,0,23,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,254,reston,virginia,https://parat.eto.tech/company/6928-empower-ai
Sealed Air,2486,United States,https://sealedair.com/,,,North America,Mature,Applied Resources,"Sealed Air develops products and solutions that focus on food packaging, facility hygiene, and shipping of goods safely.",crunchbase,https://www.crunchbase.com/organization/sealed-air-corporation,2024-05-16,1,,2.4,0,43,0,0,1,0,0,41,3,-100.0,0.7,2,435,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,18,252,Charlotte,North Carolina,https://parat.eto.tech/company/2486-sealed-air
Hershey Company,2352,United States,https://www.thehersheycompany.com/,S&P 500,,North America,Mature,Food & Beverages,"The Hershey Company is a global confectionery that provides chocolates, sweets, mints, and other snacks around the world.",crunchbase,https://www.crunchbase.com/organization/the-hershey-company,2024-05-16,9,-50.0,1.0,0,48,1,0,7,0,0,930,0,,0.0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,248,Derry Township,Pennsylvania,https://parat.eto.tech/company/2352-hershey-company
Fastenal,2316,United States,https://www.fastenal.com/,S&P 500,,North America,Mature,Industrial Goods,"Fastenal has grown from a single store to more than 2,700 locations, each providing tailored local inventory.",crunchbase,https://www.crunchbase.com/organization/fastenal-company,2024-05-16,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,245,Winona,Minnesota,https://parat.eto.tech/company/2316-fastenal
Solventum,6979,United States,https://www.solventum.com/en-us/home/,S&P 500,,North America,Mature,Unknown,"Solventum Corporation is an American health care company that was spun off from 3M on April 1, 2024.",wikipedia,https://en.wikipedia.org/wiki/Solventum,2024-06-04,0,,0.0,0,0,0,0,0,0,0,6,22,233.33333333333334,2.3,6,950,0,1,3,0,0,1,0,0,1,19,0,0,0,4,0,0,0,1,0,8,6,0,0,1,1,1,3,0,3,29,243,Saint Paul,Minnesota,https://parat.eto.tech/company/6979-solventum
Lemonade,150,United States,https://www.lemonade.com/,,,North America,Mature,Insurance,Lemonade is a digital insurance company that uses artificial intelligence and behavioral economics.,crunchbase,https://www.crunchbase.com/organization/lemonade,2024-05-16,0,,0.0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,240,New York,New York,https://parat.eto.tech/company/150-lemonade
Danaher,2279,United States,https://www.danaher.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,Danaher is a global science and technology innovator committed to helping their customers solve complex challenges and improve quality.,crunchbase,https://www.crunchbase.com/organization/danaher,2024-05-16,6,0.0,2.2,0,99,2,0,2,0,0,275,154,115.87301587301586,3.9,49,3932,0,0,2,1,1,0,2,0,8,52,0,0,0,60,12,1,0,19,0,9,76,8,0,2,0,41,2,0,0,31,240,Washington,District of Columbia,https://parat.eto.tech/company/2279-danaher
Newmont Corporation,2429,United States,https://www.newmontgoldcorp.com/,S&P 500,,North America,Mature,Mineral Resources,"Newmont is a gold mining company that deals in mining gold and a producer of copper, silver, zinc, and lead.",crunchbase,https://www.crunchbase.com/organization/newmont-mining-e5a4,2024-05-16,1,,0.6,0,0,1,0,0,0,0,166,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,239,Denver,Colorado,https://parat.eto.tech/company/2429-newmont-corporation
LVMH Moet Hennessy-Louis Vuitton,3097,France,https://www.lvmh.com/,,,Europe,Mature,Cyclical Consumer Products,"LVMH Moet Hennessy Louis Vuitton engages in the design, manufacture, and sale of luxury products worldwide.",crunchbase,https://www.crunchbase.com/organization/lvmh,2024-05-16,7,50.0,3.5,3,16,3,0,0,0,0,201,1,,0.1,0,1297,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,238,Paris,Île-De-France,https://parat.eto.tech/company/3097-lvmh-moet-hennessy-louis-vuitton
Henry Schein,2351,United States,https://www.henryschein.com/,S&P 500,,North America,Mature,Healthcare Services & Equipment,"Henry Schein is a provider of health care products and services to office-based dental, medical and animal health.",crunchbase,https://www.crunchbase.com/organization/henry-schein-inc,2024-05-16,0,,0.0,0,0,0,0,0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,238,Melville,New York,https://parat.eto.tech/company/2351-henry-schein
Weyerhaeuser,2542,United States,https://www.weyerhaeuser.com/,S&P 500,,North America,Mature,Real Estate,"Weyerhaeuser is one of the world's largest private owners of timberlands. It owns or controls more than 6 million acres of timberlands,",crunchbase,https://www.crunchbase.com/organization/weyerhaeuser,2024-05-16,1,-100.0,0.3,0,2,1,0,0,0,0,308,0,,0.0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,235,Seattle,Washington,https://parat.eto.tech/company/2542-weyerhaeuser
Huntington Ingalls Industries,2361,United States,http://huntingtoningalls.com/,S&P 500,,North America,Mature,Industrial Goods,"Huntington Ingalls Industries, Inc. (HII) owns and operates two segments: Ingalls Shipbuilding and Newport News Shipbuilding.",crunchbase,https://www.crunchbase.com/organization/huntington-ingalls-industries,2024-05-16,3,,14.3,0,0,2,0,1,0,0,21,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,235,Newport News,Virginia,https://parat.eto.tech/company/2361-huntington-ingalls-industries
Amcor,2207,Sweden,https://www.amcor.com/,S&P 500,,Europe,Mature,Applied Resources,"Amcor is a provider of packaging solutions in Australia, Western Europe, North America.",crunchbase,https://www.crunchbase.com/organization/amcor-ltd,2024-05-16,0,,0.0,0,0,0,0,0,0,0,6,0,,0.0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,234,Zürich,Zurich,https://parat.eto.tech/company/2207-amcor
Pony.AI,204,China,https://www.pony.ai/,,,Asia,Mature,Software & IT Services,Pony.ai develops autonomous vehicle technology using artificial intelligence.,crunchbase,https://www.crunchbase.com/organization/pony-ai,2024-05-16,11,-50.0,91.7,1,1224,4,0,6,2,0,12,63,236.27450980392157,13.9,45,452,0,6,1,0,0,1,1,0,1,0,0,0,0,13,0,3,0,6,46,4,11,41,0,0,0,16,1,0,0,10,234,Beijing,Beijing ,https://parat.eto.tech/company/204-pony-ai
